month,prec,temp,precs,temps
jun,0.12275966811532,-0.0944683581619425,FALSE,FALSE
jul,0.186039575336031,-0.112472532215272,TRUE,FALSE
aug,0.0285134872077014,-0.0241258624598378,FALSE,FALSE
sep,0.00610170756697257,0.198516168779677,FALSE,FALSE
oct,-0.0168572601085279,-0.114068294915214,FALSE,FALSE
nov,0.11687089427038,0.123675743811483,FALSE,FALSE
dec,0.0597992078564422,0.00984368718212533,FALSE,FALSE
JAN,-0.103400986033458,-0.0821351427935751,FALSE,FALSE
FEB,0.093212158364114,0.0222711042425085,FALSE,FALSE
MAR,-0.0459035957250903,0.0695648146192439,FALSE,FALSE
APR,0.0490679708355192,-0.109494298139092,FALSE,FALSE
MAY,-0.0672522288175079,0.0502751364337867,FALSE,FALSE
JUN,-0.00561786449967212,0.170466780273304,FALSE,TRUE
JUL,0.135866964328279,0.0709253900596373,FALSE,FALSE
AUG,-0.108762191123444,0.043399412012648,FALSE,FALSE
SEP,-0.0024767043779216,-0.0329629207034919,FALSE,FALSE
