month,prec,temp,precs,temps
jun,-0.0103737725915459,0.00922643662072205,FALSE,FALSE
jul,0.00330323168375808,-0.0562987647179816,FALSE,FALSE
aug,0.000964787370537254,-0.0404817698381674,FALSE,FALSE
sep,-0.0446247530494278,0.0890712838717156,FALSE,FALSE
oct,0.0575278367130359,0.0215047813140988,FALSE,FALSE
nov,0.136540582111642,-0.0217149102681724,FALSE,FALSE
dec,0.0590215579229239,0.0706621945055524,FALSE,FALSE
JAN,0.0274081390816416,0.0053241173657725,FALSE,FALSE
FEB,0.281188304002433,0.0349821717274758,TRUE,FALSE
MAR,-0.0018652636943108,-0.0208573933017984,FALSE,FALSE
APR,0.0718866601607422,-0.0145009258849641,FALSE,FALSE
MAY,-0.00419398587913474,0.0725874978903035,FALSE,FALSE
JUN,0.243370869087924,-0.178705076886572,TRUE,TRUE
JUL,0.142218234522408,-0.0554917997633892,FALSE,FALSE
AUG,-0.0295432186035931,-0.0715646292361133,FALSE,FALSE
SEP,0.0714116467416734,-0.0718920159602371,FALSE,FALSE
