month,prec,temp,precs,temps
jun,0.0123645789571379,-0.0175500237113763,FALSE,FALSE
jul,-0.0361650301307809,0.00360542129912344,FALSE,FALSE
aug,-0.145367427413863,-0.0227351004828443,FALSE,FALSE
sep,0.0693799303362923,-0.00602081483973663,FALSE,FALSE
oct,0.0268165829865236,-0.162528618375436,FALSE,TRUE
nov,0.0833379421634154,0.00504631334379237,FALSE,FALSE
dec,-0.0559893215141766,-0.0196864288562465,FALSE,FALSE
JAN,0.0118629122742744,-0.0953371021381551,FALSE,FALSE
FEB,-0.0182859958623675,-0.220404711751412,FALSE,TRUE
MAR,0.169337035640193,0.0122856569158378,FALSE,FALSE
APR,0.0630292890739398,-0.0658095547045004,FALSE,FALSE
MAY,-0.0751813226311243,0.0713630612315374,FALSE,FALSE
JUN,-0.0161177309886142,0.231622892371506,FALSE,TRUE
JUL,-0.0458904644434489,0.22367729257407,FALSE,TRUE
AUG,-0.108192863710529,0.0322925788488096,FALSE,FALSE
SEP,0.11308022227183,0.0055207557310188,FALSE,FALSE
