id,varname,month,coef,significant,ci_lower,ci_upper
1,prec,jun,-0.0852314914157542,FALSE,-0.239181608597533,0.0700397902100719
2,prec,jul,-0.0585860899734446,FALSE,-0.218273386852183,0.0992951490244298
3,prec,aug,-0.00928781447052899,FALSE,-0.182131789062856,0.162939332410635
4,prec,sep,0.00635671893410967,FALSE,-0.163787216711495,0.171969929546818
5,prec,oct,-0.0580328354536959,FALSE,-0.236858365704496,0.123017725900664
6,prec,nov,-0.0576944893392317,FALSE,-0.233581127037625,0.129176499524696
7,prec,dec,-0.126627808782265,FALSE,-0.30211406824398,0.0483803937378499
8,prec,JAN,-0.0638132377202575,FALSE,-0.201358300276362,0.113499298352326
9,prec,FEB,-0.0967468114785386,FALSE,-0.277742461432708,0.0855969894013511
10,prec,MAR,-0.0494608349215024,FALSE,-0.238803640804847,0.140541494968075
11,prec,APR,-0.0545434322270521,FALSE,-0.244558170456101,0.154870349299861
12,prec,MAY,-0.0645434093382558,FALSE,-0.224206047355814,0.0833737439736218
13,prec,JUN,-0.149896920477817,FALSE,-0.283702277754051,0.00969764540149238
14,prec,JUL,-0.175589525043826,FALSE,-0.335088467200419,0.0109825486025148
15,prec,AUG,-0.00495523417148553,FALSE,-0.166506097601259,0.16170101442209
16,prec,SEP,-0.000511398480072202,FALSE,-0.138861214875177,0.155710976130939
17,temp,jun,0.06117948326645,FALSE,-0.125898993131021,0.240737755448874
18,temp,jul,-0.0987780673177445,FALSE,-0.296739671294752,0.0775506792498984
19,temp,aug,-0.171724054650923,TRUE,-0.328144422676574,-0.00354365517219299
20,temp,sep,0.00678701192689302,FALSE,-0.149206352752668,0.172043626603422
21,temp,oct,0.0355105038244099,FALSE,-0.126320678826818,0.207882437024314
22,temp,nov,0.0352344557105432,FALSE,-0.130548062997907,0.162722163022189
23,temp,dec,0.0902642302789697,FALSE,-0.0867249254787624,0.283905495998828
24,temp,JAN,0.113747501966993,FALSE,-0.0383644575411923,0.265607621035579
25,temp,FEB,0.135600563241308,FALSE,-0.0362812121452484,0.323580069923648
26,temp,MAR,-0.00323431182264346,FALSE,-0.169474923482231,0.175214000731292
27,temp,APR,0.0874764407738994,FALSE,-0.0537836937920885,0.245737658721857
28,temp,MAY,0.0874111127562628,FALSE,-0.101075881551045,0.242383568505533
29,temp,JUN,0.061737443298081,FALSE,-0.109472994732105,0.232511740105148
30,temp,JUL,0.206183471284883,TRUE,0.0462994097549201,0.366857288000779
31,temp,AUG,-0.0345787792704157,FALSE,-0.197899378641082,0.111069699461566
32,temp,SEP,0.0631305552044131,FALSE,-0.0967724747212057,0.23820121255047
