id,varname,month,coef,significant,ci_lower,ci_upper
1,prec,jun,-0.191051808632043,FALSE,-0.396737764119493,0.00152162828971608
2,prec,jul,0.127917682158873,FALSE,-0.0447640400003138,0.297199902590569
3,prec,aug,0.0718523768118316,FALSE,-0.109183055294204,0.28029669579786
4,prec,sep,-0.0179809642746933,FALSE,-0.225664409319154,0.182738106426517
5,prec,oct,0.130464878101599,FALSE,-0.111853407155422,0.353994734112407
6,prec,nov,-0.0487370703116327,FALSE,-0.26525694813878,0.171556229408814
7,prec,dec,-0.0238922325394293,FALSE,-0.292601447785732,0.191995572895863
8,prec,JAN,-0.00995671632802597,FALSE,-0.225982862453788,0.184465307317213
9,prec,FEB,-0.050864553137278,FALSE,-0.260888411183124,0.147982189372243
10,prec,MAR,-0.0743939480883858,FALSE,-0.308428618210856,0.141880684620956
11,prec,APR,0.0837143164291084,FALSE,-0.115103261685756,0.249953163514844
12,prec,MAY,0.0361562749172195,FALSE,-0.155403918057276,0.226547717751196
13,prec,JUN,-0.0922656379327848,FALSE,-0.314142846496155,0.10638535266181
14,prec,JUL,-0.000801727068126677,FALSE,-0.175950622238465,0.200076435187201
15,prec,AUG,-0.0145978905789703,FALSE,-0.237135356626434,0.178399805344349
16,prec,SEP,0.0281845038955913,FALSE,-0.161627626295478,0.220670019645576
17,temp,jun,-0.02992096959656,FALSE,-0.214189870424412,0.146298558354883
18,temp,jul,-0.0690490377555306,FALSE,-0.255400531032022,0.110524218110208
19,temp,aug,0.0267911636657868,FALSE,-0.176324383593342,0.228697390809422
20,temp,sep,-0.00765266813551727,FALSE,-0.222939872560396,0.198610900009698
21,temp,oct,0.0976567267183359,FALSE,-0.125785559696708,0.2877722250706
22,temp,nov,0.068010979722989,FALSE,-0.137772274888234,0.293170172285176
23,temp,dec,-0.0689549976902091,FALSE,-0.244795725172307,0.113170300690256
24,temp,JAN,0.0976651818088075,FALSE,-0.141580812046583,0.325084004956363
25,temp,FEB,0.117508816530441,FALSE,-0.0905681240325206,0.332032321188344
26,temp,MAR,-0.0732964679574865,FALSE,-0.277254187872079,0.1389590737753
27,temp,APR,-0.0820168866217398,FALSE,-0.286140758139836,0.154507454139465
28,temp,MAY,-0.0876102522156888,FALSE,-0.270368057127958,0.108359587245195
29,temp,JUN,-0.101756542753769,FALSE,-0.294117606553492,0.0852211299907783
30,temp,JUL,0.0590327721221641,FALSE,-0.17407951041129,0.275335061636502
31,temp,AUG,0.029779867395837,FALSE,-0.153992082304544,0.209202728841395
32,temp,SEP,-0.00961289974187046,FALSE,-0.198823144693117,0.185802382489025
