month,prec,temp,precs,temps
jun,0.134940071371147,-0.0712808702702756,FALSE,FALSE
jul,0.03099322087272,-0.0401704670687125,FALSE,FALSE
aug,0.0863756690755309,-0.229657357595584,FALSE,TRUE
sep,0.143322879149342,-0.0370372114044233,FALSE,FALSE
oct,0.13003246100754,-0.0321695178260432,FALSE,FALSE
nov,0.0164415496434657,0.00789856765096866,FALSE,FALSE
dec,-0.092338085078957,0.0232766559066926,FALSE,FALSE
JAN,0.0885504905997851,0.0369044966650653,FALSE,FALSE
FEB,-0.161782716091477,0.049576155055658,TRUE,FALSE
MAR,0.0266458119364727,0.143787025956949,FALSE,FALSE
APR,-0.0885384067381536,-0.0188201807050814,FALSE,FALSE
MAY,-0.0491235688658705,0.0239960001209567,FALSE,FALSE
JUN,0.182632670612437,-0.0888919103236261,TRUE,FALSE
JUL,-0.0551335580504232,0.0464518389881229,FALSE,FALSE
AUG,0.0952896994611633,0.0248244370071939,FALSE,FALSE
SEP,-0.10855918242088,-0.0505150371958997,FALSE,FALSE
