month,prec,temp,precs,temps
jun,0.154572949478741,0.00587364932181303,TRUE,FALSE
jul,0.0831391085814276,0.0441503089885219,FALSE,FALSE
aug,0.128545829549793,-0.0336883728035572,FALSE,FALSE
sep,0.126650890350438,-0.101996673845297,FALSE,FALSE
oct,0.0841416489784714,-0.0312877372106452,FALSE,FALSE
nov,0.0324838128729264,-0.0971384139615527,FALSE,FALSE
dec,-0.0209066261092134,-0.0511950390548669,FALSE,FALSE
JAN,0.0911221517452935,0.0542731346567604,FALSE,FALSE
FEB,0.075323082078339,-0.0261012295983048,FALSE,FALSE
MAR,-0.056762785504157,0.0396116475221098,FALSE,FALSE
APR,0.206664047833575,0.00504200262761164,TRUE,FALSE
MAY,0.132754042082863,0.0110193879535668,FALSE,FALSE
JUN,0.296519748226171,-0.103389883151023,TRUE,FALSE
JUL,0.104567936810321,0.0296651463457522,FALSE,FALSE
AUG,-0.014591121310363,0.0427889808388377,FALSE,FALSE
SEP,-0.0818244903747654,-0.0808062682802089,FALSE,FALSE
