year,rwi
1846,0.763
1847,0.743
1848,0.798
1849,0.578
1850,0.905
1851,0.587
1852,0.626
1853,0.535
1854,1.177
1855,1.682
1856,1.669
1857,1.588
1858,1.521
1859,1.513
1860,1.363
1861,1.035
1862,0.408
1863,0.901
1864,1.179
1865,0.993
1866,0.74
1867,0.919
1868,1.854
1869,1.384
1870,0.693
1871,0.868
1872,1.747
1873,2.016
1874,1.602
1875,0.58
1876,2.416
1877,1.063
1878,1.934
1879,0.364
1880,0.729
1881,0.848
1882,1.494
1883,1.821
1884,0.902
1885,0.885
1886,0.953
1887,0.154
1888,0.25
1889,0.405
1890,0.548
1891,0.244
1892,0.117
1893,0.747
1894,0.808
1895,0.797
1896,0.655
1897,0.398
1898,0.544
1899,0.842
1900,1.272
1901,0.85
1902,2.036
1903,0.946
1904,1.268
1905,0.887
1906,0.291
1907,0.561
1908,1.047
1909,0.982
1910,1.238
1911,1.377
1912,0.755
1913,0.516
1914,0.645
1915,1.271
1916,0.533
1917,0.514
1918,1.814
1919,1.055
1920,0.68
1921,1.509
1922,1.386
1923,0.896
1924,1.177
1925,0.374
1926,1.165
1927,1.302
1928,1.16
1929,0.893
1930,0.97
1931,1.172
1932,1.226
1933,1.204
1934,0.675
1935,0.283
1936,0.782
1937,1.39
1938,1.613
1939,1.194
1940,1.397
1941,0.943
1942,1.088
1943,1.262
1944,0.106
1945,1.508
1946,0.97
1947,1.713
1948,0.783
1949,0.025
1950,1.081
1951,0.042
1952,1.179
1953,1.411
1954,1.197
1955,1.177
1956,0.862
1957,1.3
1958,1.484
1959,0.009
1960,0.123
1961,1.328
1962,1.782
1963,1.053
1964,1.08
1965,1.202
1966,0.93
1967,1.191
1968,1.253
1969,0.389
1970,0.889
1971,0.872
1972,0.303
1973,0.638
1974,1.169
1975,1.287
1976,2.327
1977,1.138
1978,2.598
1979,0.421
1980,1.169
1981,0.761
1982,0.634
1983,0.349
1984,0.255
1985,1.069
1986,1.213
1987,0.994
1988,0.41
1989,1.66
1990,1.889
1991,0.754
1992,0.301
1993,1.11
1994,1.128
