year,rwi
1880,0.825
1881,1.04
1882,0.849
1883,1.021
1884,1.015
1885,1.131
1886,0.909
1887,0.938
1888,1.083
1889,1.072
1890,0.943
1891,1.063
1892,1.059
1893,0.998
1894,1.073
1895,1.051
1896,1.048
1897,1.144
1898,1.062
1899,0.918
1900,0.982
1901,1.039
1902,1.003
1903,1.13
1904,1.026
1905,1.039
1906,1.052
1907,1.116
1908,1.037
1909,0.822
1910,0.821
1911,0.833
1912,0.846
1913,0.936
1914,1.159
1915,1.152
1916,1.062
1917,0.855
1918,0.804
1919,0.844
1920,0.895
1921,0.858
1922,0.818
1923,1.019
1924,0.849
1925,0.982
1926,1.106
1927,1.061
1928,1.124
1929,1.06
1930,1.021
1931,1.005
1932,0.961
1933,0.874
1934,1.088
1935,1.064
1936,1.197
1937,1.021
1938,1.107
1939,1.024
1940,0.94
1941,1.048
1942,1.14
1943,1.223
1944,1.008
1945,0.996
1946,1.032
1947,1.031
1948,0.786
1949,0.839
1950,1.057
1951,0.965
1952,0.773
1953,1.049
1954,1.073
1955,0.926
1956,0.917
1957,1.135
1958,1.223
1959,0.983
1960,1.158
1961,1.035
1962,1
1963,1.093
1964,1.019
1965,0.964
1966,0.989
1967,0.922
1968,0.94
1969,0.982
1970,1.045
1971,1.122
1972,0.995
1973,1.063
1974,1.032
1975,1.001
1976,0.884
1977,0.642
1978,1.008
1979,0.916
1980,1.041
1981,0.92
1982,1.088
1983,0.844
1984,0.91
1985,0.926
1986,1.168
1987,0.919
1988,0.948
1989,1.033
1990,1.311
