year,rwi
1801,1.036
1802,0.946
1803,0.921
1804,0.951
1805,0.992
1806,0.901
1807,1.096
1808,1.099
1809,0.998
1810,0.836
1811,1
1812,1.135
1813,1.11
1814,1.064
1815,0.768
1816,0.839
1817,1.018
1818,1.073
1819,1.024
1820,0.958
1821,0.91
1822,0.917
1823,0.907
1824,1.095
1825,1.092
1826,1.098
1827,0.972
1828,1.014
1829,0.979
1830,0.944
1831,0.882
1832,0.845
1833,0.958
1834,0.98
1835,0.914
1836,0.922
1837,0.855
1838,1.079
1839,1.064
1840,0.964
1841,1.13
1842,1.134
1843,0.948
1844,1.102
1845,1.038
1846,1.083
1847,0.83
1848,1.068
1849,1.124
1850,1.232
1851,1.166
1852,1.093
1853,0.968
1854,1.047
1855,0.842
1856,0.873
1857,0.966
1858,0.89
1859,0.869
1860,0.94
1861,1.191
1862,1.217
1863,1.182
1864,0.978
1865,1.036
1866,1.007
1867,0.815
1868,1.039
1869,0.812
1870,1.031
1871,0.975
1872,1.042
1873,0.904
1874,0.896
1875,1.003
1876,0.942
1877,0.881
1878,0.929
1879,0.796
1880,0.871
1881,0.878
1882,1.22
1883,0.935
1884,0.977
1885,0.974
1886,1.01
1887,0.874
1888,0.954
1889,0.882
1890,0.879
1891,0.775
1892,0.874
1893,0.925
1894,0.98
1895,1.004
1896,0.859
1897,0.833
1898,0.835
1899,0.824
1900,0.889
1901,0.875
1902,0.47
1903,0.791
1904,0.721
1905,0.83
1906,0.942
1907,0.823
1908,0.754
1909,0.642
1910,0.683
1911,0.716
1912,0.644
1913,0.693
1914,0.651
1915,0.634
1916,0.699
1917,0.647
1918,0.619
1919,0.692
1920,0.819
1921,1.267
1922,1.39
1923,1.259
1924,1.543
1925,1.653
1926,1.301
1927,1.232
1928,1.256
1929,1.401
1930,1.288
1931,1.178
1932,1.152
1933,1.063
1934,1.199
1935,0.99
1936,1.375
1937,1.343
1938,1.288
1939,1.213
1940,1.205
1941,0.815
1942,0.929
1943,1.017
1944,1.07
1945,1.192
1946,1.202
1947,1.252
1948,1.042
1949,0.909
1950,0.862
1951,0.815
1952,1.028
1953,1.056
1954,0.759
1955,0.756
1956,0.744
1957,0.884
1958,0.655
1959,0.861
1960,0.839
1961,0.693
1962,0.938
1963,1.153
1964,0.919
1965,0.962
1966,0.982
1967,0.872
1968,0.904
1969,0.853
1970,0.839
1971,1.082
1972,1.115
1973,0.753
1974,0.962
1975,1.065
1976,1.322
1977,0.938
1978,0.954
