year,rwi
1858,0.788
1859,0.97
1860,0.94
1861,1.075
1862,1.274
1863,1.029
1864,1.034
1865,0.933
1866,1.033
1867,1.299
1868,1.05
1869,0.883
1870,0.918
1871,0.945
1872,0.917
1873,0.943
1874,0.79
1875,1.112
1876,0.808
1877,0.96
1878,1.099
1879,1.189
1880,1.237
1881,0.873
1882,0.962
1883,0.855
1884,1.178
1885,0.929
1886,1.128
1887,0.863
1888,0.98
1889,1.023
1890,1.209
1891,0.962
1892,0.949
1893,0.695
1894,1.081
1895,1.188
1896,0.948
1897,0.941
1898,0.974
1899,0.831
1900,0.799
1901,0.766
1902,0.865
1903,0.995
1904,0.924
1905,0.89
1906,0.921
1907,1.191
1908,1.19
1909,1.193
1910,1.184
1911,1.094
1912,0.874
1913,0.906
1914,1.077
1915,1.061
1916,1.174
1917,1.171
1918,1.101
1919,0.959
1920,0.752
1921,0.637
1922,0.661
1923,0.816
1924,0.914
1925,0.985
1926,0.974
1927,0.996
1928,1.022
1929,0.897
1930,0.834
1931,0.969
1932,1.223
1933,1.074
1934,0.749
1935,0.715
1936,0.81
1937,0.849
1938,0.986
1939,1.033
1940,1.107
1941,1.068
1942,1.034
1943,1.21
1944,1.354
1945,1.369
1946,1.313
1947,0.913
1948,0.285
1949,0.683
1950,0.951
1951,1.148
1952,1.124
1953,1.078
1954,1.143
1955,1.241
1956,0.926
1957,0.969
1958,1.207
1959,0.848
1960,0.883
1961,1.064
1962,1.25
1963,1.183
1964,0.933
1965,1.109
1966,0.951
1967,1.167
1968,1.166
1969,1.202
1970,1.063
1971,1.198
1972,1.179
1973,1.138
1974,1.089
1975,1.159
1976,0.598
1977,0.73
1978,0.884
1979,0.966
1980,0.918
1981,0.889
1982,1.038
1983,0.936
1984,1.169
1985,1.295
1986,0.909
1987,0.976
1988,1.129
1989,0.951
1990,0.467
1991,0.601
1992,0.956
1993,0.974
1994,1.032
1995,0.489
1996,0.444
1997,0.85
1998,1.149
1999,1.294
2000,0.783
2001,1.427
2002,1.043
2003,1.458
2004,0.641
2005,0.857
