"code","studysite","species","species_scientific_name","species_common_name","investigator","lon","lat","url","all_investigators"
"SPAI067","Alcubierre","QUFG","Quercus faginea Lam.","Portuguese oak","Alla, A.",-0.5,41.8167,"https://www.ncdc.noaa.gov/paleo/study/10475","Alla, A.; Camarero, J.J."
"TN030","Forge Creek","LITU","Liriodendron tulipifera L.","tuliptree","Pederson, N.",-83.8333,35.5333,"https://www.ncdc.noaa.gov/paleo/study/10476","Pederson, N.; Tackett, K."
"BRIT054","Phoenix Park Dublin","QUSP","Quercus spp. L.","oak","Brown, D.M.",-6.3167,53.35,"https://www.ncdc.noaa.gov/paleo/study/10508","Brown, D.M."
"BRIT055","Belvoir Park Forest","QUSP","Quercus spp. L.","oak","Brown, D.M.",-5.9333,54.55,"https://www.ncdc.noaa.gov/paleo/study/10509","Brown, D.M."
"BRIT056","Seaforde Demesne","QUSP","Quercus spp. L.","oak","Brown, D.M.",-5.8333,54.3,"https://www.ncdc.noaa.gov/paleo/study/10510","Brown, D.M.; McComb, A."
"BRIT057","Tollymore Forest Park","QUSP","Quercus spp. L.","oak","Brown, D.M.",-5.9333,54.2167,"https://www.ncdc.noaa.gov/paleo/study/10511","Brown, D.M.; McComb, A."
"BRIT058","Armagh Observatory","QUSP","Quercus spp. L.","oak","Brown, D.M.",-6.65,54.35,"https://www.ncdc.noaa.gov/paleo/study/10512","Brown, D.M.; Garcia Suarez, A.-M."
"NC019","Boyd Tract","PIPA","Pinus palustris Mill.","longleaf pine","Cook, E.R.",-79.3667,35.1333,"https://www.ncdc.noaa.gov/paleo/study/10668","Cook, E.R.; St. George, S."
"GERM065","Auergasse 10-1 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10671","Wilson, R.J.S."
"GERM066","Auergasse 10-2 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10672","Wilson, R.J.S."
"GERM067","Haselbrunweg 4 Bad Abbach Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.0333,48.9333,"https://www.ncdc.noaa.gov/paleo/study/10673","Wilson, R.J.S."
"GERM068","Blaue-Stern-Gasse 3 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10674","Wilson, R.J.S."
"GERM069","Regensburg Dom Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10676","Wilson, R.J.S."
"GERM070","Dom Platz 7 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10677","Wilson, R.J.S."
"GERM071","St. Emmeram Church (roof floor) Regensburg","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10678","Wilson, R.J.S."
"GERM072","St. Emmeram Church (roof frame) Regensburg","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10679","Wilson, R.J.S."
"GERM073","Engelberger Str. 10 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10680","Wilson, R.J.S."
"GERM075","Franziskanerklosters 1 Straubing Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.5667,48.8833,"https://www.ncdc.noaa.gov/paleo/study/10682","Wilson, R.J.S."
"GERM077","Theresienplatz 40-1 Straubing Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.5667,48.8833,"https://www.ncdc.noaa.gov/paleo/study/10683","Wilson, R.J.S."
"GERM078","Theresienplatz 40-2 Straubing Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.5667,48.8833,"https://www.ncdc.noaa.gov/paleo/study/10684","Wilson, R.J.S."
"GERM079","Theresienplatz 40-3 Straubing Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.5667,48.8833,"https://www.ncdc.noaa.gov/paleo/study/10685","Wilson, R.J.S."
"GERM080","Goldener Turm Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10687","Wilson, R.J.S."
"GERM081","Grassgasse 10 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10688","Wilson, R.J.S."
"GERM083","Lederergasse 29 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10689","Wilson, R.J.S."
"GERM084","Lederergasse 9 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10690","Wilson, R.J.S."
"GERM085","Marschall str. 10c Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10691","Wilson, R.J.S."
"GERM086","Mitterfels Schloss 1 Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.6833,48.9667,"https://www.ncdc.noaa.gov/paleo/study/10692","Wilson, R.J.S."
"GERM087","Mitterfels Schloss 2 Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.6833,48.9667,"https://www.ncdc.noaa.gov/paleo/study/10693","Wilson, R.J.S."
"GERM088","Obermunster Str. 6 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10694","Wilson, R.J.S."
"GERM089","Okonomiegebaude, Landshut Residenz Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.15,48.5333,"https://www.ncdc.noaa.gov/paleo/study/10695","Wilson, R.J.S."
"GERM090","Am Olberg Str. 3+5 1 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10696","Wilson, R.J.S."
"GERM091","Am Olberg Str. 3+5 2 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10697","Wilson, R.J.S."
"GERM092","Am Olberg Str. 3+5 3 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10698","Wilson, R.J.S."
"GERM094","Rathaus, Theresienplatz 20 Straubing Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.5667,48.8833,"https://www.ncdc.noaa.gov/paleo/study/10699","Wilson, R.J.S."
"GERM095","Anwesen Sigl Schoenberg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.4,48.85,"https://www.ncdc.noaa.gov/paleo/study/10700","Wilson, R.J.S."
"GERM096","Schwarze-baeren Str. 6 Regensburg Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10701","Wilson, R.J.S."
"GERM097","Seminargasse 8 Straubing Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.5667,48.8833,"https://www.ncdc.noaa.gov/paleo/study/10702","Wilson, R.J.S."
"GERM098","Salzstadel 1 Straubing Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.5667,48.8833,"https://www.ncdc.noaa.gov/paleo/study/10703","Wilson, R.J.S."
"GERM100","Stadturm 1 Straubing Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.5667,48.8833,"https://www.ncdc.noaa.gov/paleo/study/10704","Wilson, R.J.S."
"GERM102","Froeliche Turken Str. 5 1 Regensburg Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10705","Wilson, R.J.S."
"GERM103","Froeliche Turken Str. 5 2 Regensburg Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10706","Wilson, R.J.S."
"GERM104","Unter den Schwibbogen Str. 5+7 Regensburg Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10707","Wilson, R.J.S."
"GERM105","Wahlen Str. 23 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10708","Wilson, R.J.S."
"GERM106","Winkler Str. 1 Regensburg Historical Timbers","ABAL","Abies alba Mill.","silver fir","Wilson, R.J.S.",12.1,49.0167,"https://www.ncdc.noaa.gov/paleo/study/10709","Wilson, R.J.S."
"ITAL028","Blockhaus","PIMU","Pinus mughus Scop. = Pinus mugo Turra","krummholz pine","Cherubini, P.",14,42,"https://www.ncdc.noaa.gov/paleo/study/10711","Cherubini, P.; Palombo, C.; Tognetti, R."
"KYRG001","Kyrgyzstan Low art","JUSP","Juniperus spp. L.","juniper","Esper, J.",72.5833,40.1667,"https://www.ncdc.noaa.gov/paleo/study/10712","Esper, J.; Treydte, K.; Schweingruber, F.H.; Winiger, M."
"KYRG002","Kyrgyzstan High Bon","JUSP","Juniperus spp. L.","juniper","Esper, J.",72.5833,40.1667,"https://www.ncdc.noaa.gov/paleo/study/10713","Esper, J.; Treydte, K.; Schweingruber, F.H.; Winiger, M."
"PAKI001","Bagrot Valley 1","JUSP","Juniperus spp. L.","juniper","Esper, J.",74.5833,36.0333,"https://www.ncdc.noaa.gov/paleo/study/10714","Esper, J.; Treydte, K.; Winiger, M."
"PAKI002","Bagrot Valley 2","JUSP","Juniperus spp. L.","juniper","Esper, J.",74.5833,36.0333,"https://www.ncdc.noaa.gov/paleo/study/10715","Esper, J.; Treydte, K.; Winiger, M."
"PAKI003","Bagrot Valley 3","JUSP","Juniperus spp. L.","juniper","Esper, J.",74.9333,35.9,"https://www.ncdc.noaa.gov/paleo/study/10716","Esper, J.; Treydte, K.; Schweingruber, F.H.; Winiger, M."
"PAKI004","Bagrot Valley 4","JUTU","Juniperus turkestanica Komar.","Turkestan juniper","Esper, J.",74.9333,35.9,"https://www.ncdc.noaa.gov/paleo/study/10717","Esper, J.; Treydte, K.; Schweingruber, F.H.; Winiger, M."
"WY037","Red Hills","PIFL","Pinus flexilis E. James","limber pine","Wise, E.K.",-110.4333,43.6167,"https://www.ncdc.noaa.gov/paleo/study/10720","Wise, E.K."
"SWIT195","Daettnau 1 Late Glacial Subfossil","PISY","Pinus sylvestris L.","Scots pine","Kaiser, K.",8.6833,47.4833,"https://www.ncdc.noaa.gov/paleo/study/10721","Kaiser, K."
"SWIT196","Daettnau 2 Late Glacial Subfossil","PISY","Pinus sylvestris L.","Scots pine","Kaiser, K.",8.6833,47.4833,"https://www.ncdc.noaa.gov/paleo/study/10722","Kaiser, K."
"SWIT203","Alptal AT","PCAB","Picea abies (L.) H. Karst.","Norway spruce","Cherubini, P.",8.7167,47.05,"https://www.ncdc.noaa.gov/paleo/study/10774","Cherubini, P."
"SWIT214","Gerra","CASA","Castanea sativa Mill.","sweet chestnut","Fonti, P.",8.8667,46,"https://www.ncdc.noaa.gov/paleo/study/10785","Fonti, P.; García-González, I."
"SWIT215","Beatenberg CH","PCAB","Picea abies (L.) H. Karst.","Norway spruce","Cherubini, P.",7.7667,48,"https://www.ncdc.noaa.gov/paleo/study/10786","Cherubini, P."
"RUSS208","Varandei","SALA","Salix lanata L.","Richardson's willow","Forbes, B.C.",58.3667,68.65,"https://www.ncdc.noaa.gov/paleo/study/11228","Forbes, B.C.; Macias Fauria, M.; Zetterberg, P."
"AK097","Hawkins Glacier","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-142.0667,61.1333,"https://www.ncdc.noaa.gov/paleo/study/12444","Jacoby, G.C.; Wiles, G.; Davi, N.K."
"AK098","Deer Mountain Alaska","TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock","Wiles, G.",-131.6,55.3333,"https://www.ncdc.noaa.gov/paleo/study/12445","Wiles, G.; Jacoby, G.C.; Davi, N.K."
"AK099","Allison Point","TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock","Wiles, G.",-146.35,61.0667,"https://www.ncdc.noaa.gov/paleo/study/12446","Wiles, G.; D'Arrigo, R.D.; Jacoby, G.C."
"AK100","Basin Bushwack","TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock","Wiles, G.",-132.2833,56.3,"https://www.ncdc.noaa.gov/paleo/study/12447","Wiles, G.; Jacoby, G.C.; Davi, N.K."
"AK101","Wrangell Pinnacle","TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock","Wiles, G.",-132.3167,56.4333,"https://www.ncdc.noaa.gov/paleo/study/12448","Wiles, G.; Jacoby, G.C.; Davi, N.K."
"AK102","McGinnis Trail","TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock","Wiles, G.",-134.5667,58.4333,"https://www.ncdc.noaa.gov/paleo/study/12449","Wiles, G.; Jacoby, G.C.; Davi, N.K.; Jarvis, S.K."
"AK103","Savage River","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-149.1833,64.7333,"https://www.ncdc.noaa.gov/paleo/study/12450","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M."
"AK104","Dalton Highway","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-149.7667,67.9667,"https://www.ncdc.noaa.gov/paleo/study/12451","Jacoby, G.C.; Davi, N.K."
"AK105","Rabbit Run","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-141.3667,61.6167,"https://www.ncdc.noaa.gov/paleo/study/12463","Jacoby, G.C.; Davi, N.K.; Wiles, G."
"AK106","Sukak Pak","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-149.4667,67.35,"https://www.ncdc.noaa.gov/paleo/study/12464","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M."
"AK107","Great Nunatak","TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock","Wiles, G.",-146.9833,61.0833,"https://www.ncdc.noaa.gov/paleo/study/12465","Wiles, G.; D'Arrigo, R.D.; Jacoby, G.C."
"AK108","Kodiak Island","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Wiles, G.",-152.3167,57.6167,"https://www.ncdc.noaa.gov/paleo/study/12466","Wiles, G.; D'Arrigo, R.D.; Jacoby, G.C."
"BT001","Gaytsha","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Cook, E.R.",90.65,27.5833,"https://www.ncdc.noaa.gov/paleo/study/12484","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT002","Naspey","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Cook, E.R.",90.7333,27.6667,"https://www.ncdc.noaa.gov/paleo/study/12485","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT003","Phumaisay","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Cook, E.R.",90.7667,27.7,"https://www.ncdc.noaa.gov/paleo/study/12486","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT004","Zangling-Chokote","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Cook, E.R.",90.6833,27.7,"https://www.ncdc.noaa.gov/paleo/study/12487","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT005","Tshele Pang","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Cook, E.R.",90.15,27.45,"https://www.ncdc.noaa.gov/paleo/study/12488","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT006","Camgang","PCSP","Picea spp. A. Dietr.","spruce","Cook, E.R.",89.5,27.4667,"https://www.ncdc.noaa.gov/paleo/study/12489","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT007","Damra","PCSP","Picea spp. A. Dietr.","spruce","Cook, E.R.",89.5167,27.4667,"https://www.ncdc.noaa.gov/paleo/study/12546","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT008","Dhur","PCSP","Picea spp. A. Dietr.","spruce","Cook, E.R.",90.65,27.5833,"https://www.ncdc.noaa.gov/paleo/study/12547","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT009","Geyzspchu","PCSP","Picea spp. A. Dietr.","spruce","Cook, E.R.",90.9667,27.4167,"https://www.ncdc.noaa.gov/paleo/study/12548","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT010","Pembu","PCSP","Picea spp. A. Dietr.","spruce","Cook, E.R.",89.3833,27.25,"https://www.ncdc.noaa.gov/paleo/study/12549","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT012","Nangay","PIWA","Pinus wallichiana A.B. Jacks.","Himalayan pine","Cook, E.R.",90.7,27.45,"https://www.ncdc.noaa.gov/paleo/study/12551","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT014","Kalipang","PIRO","Pinus roxburghii Sarg. = Pinus longifolia Roxb.","chir pine","Cook, E.R.",91.2,27.1833,"https://www.ncdc.noaa.gov/paleo/study/12553","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT015","Autosho","PIRO","Pinus roxburghii Sarg. = Pinus longifolia Roxb.","chir pine","Cook, E.R.",91.1833,27.4833,"https://www.ncdc.noaa.gov/paleo/study/12554","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT016","Laya-1","LAGR","Larix griffithiana (Lindl. & Gord.) Carr.","Himalayan larch","Cook, E.R.",89.75,27.9833,"https://www.ncdc.noaa.gov/paleo/study/12555","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT017","Chele La","LAGR","Larix griffithiana (Lindl. & Gord.) Carr.","Himalayan larch","Cook, E.R.",89.3167,27.3833,"https://www.ncdc.noaa.gov/paleo/study/12556","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT018","Laya Chamsa","JURE","Juniperus recurva Buch.-Ham. ex D. Don","drooping juniper","Cook, E.R.",89.75,27.95,"https://www.ncdc.noaa.gov/paleo/study/12557","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT019","Gasa-1","JURE","Juniperus recurva Buch.-Ham. ex D. Don","drooping juniper","Cook, E.R.",89.75,27.9167,"https://www.ncdc.noaa.gov/paleo/study/12558","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"BT020","Tshele Pang","ABDE","Abies densa Griff.","Sikkim fir","Cook, E.R.",90.15,27.45,"https://www.ncdc.noaa.gov/paleo/study/12559","Cook, E.R.; Krusic, P.J.; Dukpa, D."
"CANA308","Grays Creek Pass","LALY","Larix lyallii Parl.","subalpine larch","Colenutt, M.",-116.6833,49.5833,"https://www.ncdc.noaa.gov/paleo/study/12563","Colenutt, M.; Colenutt, R.; Luckman, B.H.; Watson, E.; Pederson, G.T."
"CANA309","Tombolo","PCGL","Picea glauca (Moench) Voss","white spruce","D'Arrigo, R.D.",-61,56,"https://www.ncdc.noaa.gov/paleo/study/12564","D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C."
"CANA310","Napaktok Bay Spruce/Napaktok Woods","PCGL","Picea glauca (Moench) Voss","white spruce","D'Arrigo, R.D.",-62.3,57.15,"https://www.ncdc.noaa.gov/paleo/study/12565","D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C."
"CANA312","Pistolet Bay","PCGL","Picea glauca (Moench) Voss","white spruce","D'Arrigo, R.D.",-61.3167,55.4167,"https://www.ncdc.noaa.gov/paleo/study/12567","D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C."
"CANA313","Ittyhauk Bay","PCGL","Picea glauca (Moench) Voss","white spruce","D'Arrigo, R.D.",-61,56,"https://www.ncdc.noaa.gov/paleo/study/12568","D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C."
"CANA314","Coppermine River","PCMA","Picea mariana (Mill.) Britton, Sterns, & Poggenb.","black spruce","Jacoby, G.C.",-115.92,67.23,"https://www.ncdc.noaa.gov/paleo/study/12569","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M."
"CANA317","New Gaspe","THOC","Thuja occidentalis L.","northern white-cedar","Jacoby, G.C.",-65.9,48.5,"https://www.ncdc.noaa.gov/paleo/study/12573","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M."
"CANA319","Eagle Fecal/Horton River","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-127.8333,69.5,"https://www.ncdc.noaa.gov/paleo/study/12575","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.; Wiles, G."
"CANA321","Ptarmigan","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-127.8333,69.5,"https://www.ncdc.noaa.gov/paleo/study/12577","Jacoby, G.C.; D'Arrigo, R.D.; Wiles, G."
"CHIN007","Baiyang Valley","PCSH","Picea schrenkiana Fisch. & C.A. Mey.","Shrenk's spruce","Krusic, P.J.",88.15,43.9333,"https://www.ncdc.noaa.gov/paleo/study/12585","Krusic, P.J.; Li, J.; Peng, J.; Fang, K.; Cook, E.R."
"CHIN008","Big Kushitai","PCSH","Picea schrenkiana Fisch. & C.A. Mey.","Shrenk's spruce","Krusic, P.J.",82.1333,42.8833,"https://www.ncdc.noaa.gov/paleo/study/12586","Krusic, P.J.; Li, J.; Peng, J.; Fang, K.; Cook, E.R."
"CHIN009","Jialepake","PCSH","Picea schrenkiana Fisch. & C.A. Mey.","Shrenk's spruce","Krusic, P.J.",82.15,43.0667,"https://www.ncdc.noaa.gov/paleo/study/12587","Krusic, P.J.; Li, J.; Peng, J.; Fang, K.; Cook, E.R."
"CHIN010","Kengbulake","PCSH","Picea schrenkiana Fisch. & C.A. Mey.","Shrenk's spruce","Krusic, P.J.",81.7167,42.8,"https://www.ncdc.noaa.gov/paleo/study/12588","Krusic, P.J.; Li, J.; Peng, J.; Fang, K.; Cook, E.R."
"CHIN011","Kuerdening","PCSH","Picea schrenkiana Fisch. & C.A. Mey.","Shrenk's spruce","Krusic, P.J.",82.8667,43.15,"https://www.ncdc.noaa.gov/paleo/study/12589","Krusic, P.J.; Li, J.; Peng, J.; Fang, K.; Cook, E.R."
"CHIN012","Qiaxi","PCSH","Picea schrenkiana Fisch. & C.A. Mey.","Shrenk's spruce","Krusic, P.J.",82.6833,43.0833,"https://www.ncdc.noaa.gov/paleo/study/12590","Krusic, P.J.; Li, J.; Peng, J.; Fang, K.; Cook, E.R."
"CHIN013","Shitizi East Valley","PCSH","Picea schrenkiana Fisch. & C.A. Mey.","Shrenk's spruce","Krusic, P.J.",86.7167,43.7167,"https://www.ncdc.noaa.gov/paleo/study/12591","Krusic, P.J.; Li, J.; Peng, J.; Fang, K.; Cook, E.R."
"CHIN014","Tian Chi","PCSH","Picea schrenkiana Fisch. & C.A. Mey.","Shrenk's spruce","Krusic, P.J.",88.1167,43.8833,"https://www.ncdc.noaa.gov/paleo/study/12592","Krusic, P.J.; Li, J.; Peng, J.; Fang, K.; Cook, E.R."
"CHIN015","Xiaoxi Valley","PCSH","Picea schrenkiana Fisch. & C.A. Mey.","Shrenk's spruce","Krusic, P.J.",86.3,43.7833,"https://www.ncdc.noaa.gov/paleo/study/12593","Krusic, P.J.; Li, J.; Peng, J.; Fang, K.; Cook, E.R."
"CHIN017","Xiangchen","JUTI","Juniperus tibetica Kom.","Tibetan juniper","Li, J.",99.75,28.9,"https://www.ncdc.noaa.gov/paleo/study/12596","Li, J.; Fang, K.; Tao, Y.; Cook, E.R."
"CHIN018","Daocheng","ABFO","Abies forestii Rogers","Chinese fir","Li, J.",100.0833,29.2833,"https://www.ncdc.noaa.gov/paleo/study/12599","Li, J.; Fang, K.; Tao, Y.; Cook, E.R."
"CHIN019","Xiangcheng Maxiong Valley","ABFO","Abies forestii Rogers","Chinese fir","Li, J.",99.9333,29.15,"https://www.ncdc.noaa.gov/paleo/study/12600","Li, J.; Fang, K.; Tao, Y.; Cook, E.R."
"CHIN020","Litang","JUTI","Juniperus tibetica Kom.","Tibetan juniper","Li, J.",100.2667,30.2333,"https://www.ncdc.noaa.gov/paleo/study/12601","Li, J.; Fang, K.; Tao, Y.; Cook, E.R."
"CHIN021","Xiangcheng","ABFO","Abies forestii Rogers","Chinese fir","Li, J.",99.9333,28.9833,"https://www.ncdc.noaa.gov/paleo/study/12602","Li, J.; Fang, K.; Tao, Y.; Cook, E.R."
"CHIN022","Xinlong County","PCLI","Picea likiangensis (Franchet) Pritzel","Likiang spruce","Li, J.",100.2833,30.8667,"https://www.ncdc.noaa.gov/paleo/study/12603","Li, J.; Fang, K.; Tao, Y.; Cook, E.R."
